iso3,year,value
BRB,2003,265776
BRB,2002,264148
BRB,2001,262425
BRB,2000,262063
BLR,2020,9379952
BLR,2019,9419758
BLR,2018,9438785
BLR,2017,9458989
BLR,2016,9469379
BLR,2015,9461076
BLR,2014,9448515
BLR,2013,9443211
BLR,2012,9446836
BLR,2011,9461643
BLR,2010,9483836
BLR,2009,9504583
BLR,2008,9527985
BLR,2007,9560953
BLR,2006,9604924
BLR,2005,9663915
BLR,2004,9730146
BLR,2003,9796749
BLR,2002,9865548
BLR,2001,9928549
BLR,2000,9979610
BEL,2020,11538604
BEL,2019,11488980
BEL,2018,11427054
BEL,2017,11375158
BEL,2016,11331422
BEL,2015,11274196
BEL,2014,11209057
BEL,2013,11159407
BEL,2012,11106932
BEL,2011,11038264
BEL,2010,10895586
BEL,2009,10796493
BEL,2008,10709973
BEL,2007,10625700
BEL,2006,10547958
BEL,2005,10478617
BEL,2004,10421137
BEL,2003,10376133
BEL,2002,10332785
BEL,2001,10286570
BEL,2000,10251250
BLZ,2020,390812
BLZ,2019,385829
BLZ,2018,380226
BLZ,2017,373202
BLZ,2016,364705
BLZ,2015,356333
BLZ,2014,348923
BLZ,2013,341627
BLZ,2012,334414
BLZ,2011,327298
BLZ,2010,320245
BLZ,2009,312614
BLZ,2008,304361
BLZ,2007,296100
BLZ,2006,287878
BLZ,2005,279731
BLZ,2004,271688
BLZ,2003,263780
BLZ,2002,256009
BLZ,2001,248379
BLZ,2000,240799
BEN,2020,13070169
BEN,2019,12726755
BEN,2018,12383347
BEN,2017,12039780
BEN,2016,11697842
BEN,2015,11360681
BEN,2014,11030004
BEN,2013,10708834
BEN,2012,10397657
BEN,2011,10093623
BEN,2010,9797484
BEN,2009,9509423
BEN,2008,9228466
BEN,2007,8953969
BEN,2006,8693242
BEN,2005,8426144
BEN,2004,8159094
BEN,2003,7913070
BEN,2002,7675426
BEN,2001,7445596
BEN,2000,7221619
BMU,2020,64382
BMU,2019,64107
BMU,2018,63831
BMU,2017,63578
BMU,2016,63449
BMU,2015,63464
BMU,2014,63529
BMU,2013,63574
BMU,2012,63646
BMU,2011,63733
BMU,2010,63725
BMU,2009,63565
BMU,2008,63300
BMU,2007,63010
BMU,2006,62834
BMU,2005,62711
BMU,2004,62555
BMU,2003,62386
BMU,2002,62142
BMU,2001,61867
BMU,2000,61550
BTN,2020,770006
BTN,2019,764824
BTN,2018,759759
BTN,2017,754335
BTN,2016,747866
BTN,2015,740618
BTN,2014,733139
BTN,2013,725273
BTN,2012,717279
BTN,2011,709377
BTN,2010,701632
BTN,2009,693988
BTN,2008,686351
BTN,2007,678641
BTN,2006,670799
BTN,2005,661865
BTN,2004,650544
BTN,2003,637663
BTN,2002,624409
BTN,2001,610794
BTN,2000,596863
BIH,2020,3299349
BIH,2019,3345533
BIH,2018,3387000
BIH,2017,3428682
BIH,2016,3473003
BIH,2015,3518541
BIH,2014,3564829
BIH,2013,3610859
BIH,2012,3670113
BIH,2011,3741798
BIH,2010,3811472
BIH,2009,3879794
BIH,2008,3947544
BIH,2007,4013424
BIH,2006,4063272
BIH,2005,4096493
BIH,2004,4140987
BIH,2003,4178523
BIH,2002,4188002
BIH,2001,4179438
BIH,2000,4159771
BWA,2020,2365894
BWA,2019,2332083
BWA,2018,2299141
BWA,2017,2266747
BWA,2016,2234776
BWA,2015,2203273
BWA,2014,2172044
BWA,2013,2140682
BWA,2012,2108617
BWA,2011,2073535
BWA,2010,2033111
BWA,2009,1990673
BWA,2008,1949970
BWA,2007,1911201
BWA,2006,1874516
BWA,2005,1839877
BWA,2004,1807146
BWA,2003,1775736
BWA,2002,1744763
BWA,2001,1712254
BWA,2000,1677382
BRA,2020,208660842
BRA,2019,207455459
BRA,2018,206107261
BRA,2017,204703445
BRA,2016,203218114
BRA,2015,201675532
BRA,2014,200085127
BRA,2013,198478299
BRA,2012,196876111
BRA,2011,195284734
BRA,2010,193701929
BRA,2009,192079951
BRA,2008,190367302
BRA,2007,188552320
BRA,2006,186653106
BRA,2005,184688101
BRA,2004,182675143
BRA,2003,180622688
BRA,2002,178503484
BRA,2001,176301203
BRA,2000,174018282
BGR,2020,6550696
BGR,2019,6616726
BGR,2018,6710798
BGR,2017,6803468
BGR,2016,6894139
BGR,2015,6984225
BGR,2014,7073572
BGR,2013,7160005
BGR,2012,7305888
BGR,2011,7348328
BGR,2010,7395599
BGR,2009,7444443
BGR,2008,7492561
BGR,2007,7545338
BGR,2006,7601022
BGR,2005,7658972
BGR,2004,7716860
BGR,2003,7775327
BGR,2002,7837161
BGR,2001,8009142
BGR,2000,8170172
BFA,2020,21478690
BFA,2019,20961952
BFA,2018,20438288
BFA,2017,19894407
BFA,2016,19334856
BFA,2015,18777487
BFA,2014,18229461
BFA,2013,17695409
BFA,2012,17172287
BFA,2011,16661908
BFA,2010,16176498
BFA,2009,15710066
BFA,2008,15258093
BFA,2007,14816307
BFA,2006,14373707
BFA,2005,13932123
BFA,2004,13500533
BFA,2003,13082532
BFA,2002,12680897
BFA,2001,12295001
BFA,2000,11925546
BDI,2020,12617036
BDI,2019,12255336
BDI,2018,11859446
BDI,2017,11506762
BDI,2016,11239451
BDI,2015,11047580
BDI,2014,10799785
BDI,2013,10439341
BDI,2012,10071028
BDI,2011,9717978
BDI,2010,9376444
BDI,2009,8947646
BDI,2008,8505637
BDI,2007,8161874
BDI,2006,7865547
BDI,2005,7587299
BDI,2004,7310656
BDI,2003,7043154
BDI,2002,6824132
BDI,2001,6634365
BDI,2000,6470194
KHM,2020,16725474
KHM,2019,16481304
KHM,2018,16274522
KHM,2017,16073372
KHM,2016,15852803
KHM,2015,15623251
KHM,2014,15396772
KHM,2013,15170208
KHM,2012,14945085
KHM,2011,14722584
KHM,2010,14500726
KHM,2009,14276810
KHM,2008,14053479
KHM,2007,13841770
KHM,2006,13639028
KHM,2005,13439202
KHM,2004,13244731
KHM,2003,13050968
KHM,2002,12855241
KHM,2001,12658484
KHM,2000,12462336
CMR,2020,26210558
CMR,2019,25506095
CMR,2018,24806383
CMR,2017,24128601
CMR,2016,23454161
CMR,2015,22763414
CMR,2014,22059893
CMR,2013,21402376
CMR,2012,20809529
CMR,2011,20232304
CMR,2010,19668066
CMR,2009,19113974
CMR,2008,18574056
CMR,2007,18049896
CMR,2006,17550407
CMR,2005,17074594
CMR,2004,16610487
CMR,2003,16160340
CMR,2002,15725528
CMR,2001,15309490
CMR,2000,14912631
CAN,2020,38028638
CAN,2019,37618495
CAN,2018,37072620
CAN,2017,36545075
CAN,2016,36110803
CAN,2015,35704498
CAN,2014,35434066
CAN,2013,35080992
CAN,2012,34713395
CAN,2011,34339221
CAN,2010,34005902
CAN,2009,33630069
CAN,2008,33247298
CAN,2007,32888886
CAN,2006,32571193
CAN,2005,32242732
CAN,2004,31938807
CAN,2003,31642461
CAN,2002,31359199
CAN,2001,31020855
CAN,2000,30685730
CYM,2020,68684
CYM,2019,67327
CYM,2018,65941
CYM,2017,64535
CYM,2016,63100
CYM,2015,61642
CYM,2014,60160
CYM,2013,58655
CYM,2012,57136
CYM,2011,55606
CYM,2010,54099
CYM,2009,52618
CYM,2008,51151
CYM,2007,49687
CYM,2006,48232
CYM,2005,46788
CYM,2004,45352
CYM,2003,43934
CYM,2002,42514
CYM,2001,41089
CYM,2000,39674
CAF,2020,5026628
CAF,2019,4944703
CAF,2018,4878657
CAF,2017,4793511
CAF,2016,4713663
CAF,2015,4629320
CAF,2014,4623182
CAF,2013,4642419
CAF,2012,4610848
CAF,2011,4565021
CAF,2010,4492995
CAF,2009,4529047
CAF,2008,4558984
CAF,2007,4462770
CAF,2006,4377579
CAF,2005,4288810
CAF,2004,4192826
CAF,2003,4103086
CAF,2002,4006077
CAF,2001,3919487
CAF,2000,3833416
TCD,2020,17224679
TCD,2019,16685223
TCD,2018,16156531
TCD,2017,15622759
TCD,2016,15114655
TCD,2015,14647621
TCD,2014,14188678
TCD,2013,13691079
TCD,2012,13210998
TCD,2011,12754997
TCD,2010,12312575
TCD,2009,11893754
TCD,2008,11476296
TCD,2007,11081660
TCD,2006,10706424
TCD,2005,10328092
TCD,2004,9920036
TCD,2003,9487833
TCD,2002,9116192
TCD,2001,8804124
TCD,2000,8512093
CHL,2020,19370624
CHL,2019,19197744
CHL,2018,18893191
CHL,2017,18558868
CHL,2016,18267221
CHL,2015,18047625
CHL,2014,17864195
CHL,2013,17687006
CHL,2012,17519119
CHL,2011,17351816
CHL,2010,17181464
CHL,2009,17009731
CHL,2008,16838988
CHL,2007,16671581
CHL,2006,16509195
CHL,2005,16348778
CHL,2004,16187322
CHL,2003,16024752
CHL,2002,15857925
CHL,2001,15683849
CHL,2000,15503635
CHN,2020,1411100000
CHN,2019,1407745000
CHN,2018,1402760000
CHN,2017,1396215000
CHN,2016,1387790000
CHN,2015,1379860000
CHN,2014,1371860000
CHN,2013,1363240000
CHN,2012,1354190000
CHN,2011,1345035000
CHN,2010,1337705000
CHN,2009,1331260000
CHN,2008,1324655000
CHN,2007,1317885000
CHN,2006,1311020000
CHN,2005,1303720000
CHN,2004,1296075000
CHN,2003,1288400000
CHN,2002,1280400000
CHN,2001,1271850000
CHN,2000,1262645000
COL,2020,50629997
COL,2019,49907985
COL,2018,49024465
COL,2017,48131078
COL,2016,47437512
COL,2015,46969940
COL,2014,46565429
COL,2013,46151584
COL,2012,45715810
COL,2011,45259614
COL,2010,44777319
COL,2009,44271541
COL,2008,43758808
COL,2007,43235374
COL,2006,42691084
COL,2005,42128977
COL,2004,41543171
COL,2003,40937429
COL,2002,40324680
COL,2001,39709262
COL,2000,39089934
COM,2020,802163
COM,2019,786578
COM,2018,771590
COM,2017,756669
COM,2016,741741
COM,2015,726682
COM,2014,711503
COM,2013,696192
COM,2012,681630
COM,2011,668056
COM,2010,654836
COM,2009,641947
COM,2008,629307
COM,2007,616927
COM,2006,604753
COM,2005,592677
COM,2004,580704
COM,2003,569798
COM,2002,558923
COM,2001,547220
COM,2000,536080
COG,2020,5752791
COG,2019,5616661
COG,2018,5483118
COG,2017,5351011
COG,2016,5222536
COG,2015,5097581
COG,2014,4975880
COG,2013,4857099
COG,2012,4740450
COG,2011,4609724
COG,2010,4462290
COG,2009,4281219
COG,2008,4113517
COG,2007,3980430
COG,2006,3837409
COG,2005,3696393
COG,2004,3565554
COG,2003,3445753
COG,2002,3350771
COG,2001,3272537
COG,2000,3151345
CRI,2020,5034320
CRI,2019,4999553
CRI,2018,4957818
CRI,2017,4913177
CRI,2016,4866998
CRI,2015,4818038
CRI,2014,4767119
CRI,2013,4716147
CRI,2012,4663934
CRI,2011,4609833
CRI,2010,4555962
CRI,2009,4499791
CRI,2008,4440056
CRI,2007,4380248
CRI,2006,4321340
CRI,2005,4261240
CRI,2004,4200078
CRI,2003,4138784
CRI,2002,4075705
CRI,2001,4008947
CRI,2000,3937739
HRV,2020,3914206
HRV,2019,3949390
HRV,2018,3988775
HRV,2017,4041407
HRV,2016,4106867
HRV,2015,4151725
HRV,2014,4201598
HRV,2013,4233922
HRV,2012,4260368
HRV,2011,4280622
HRV,2010,4295427
HRV,2009,4305181
HRV,2008,4309705
HRV,2007,4310217
HRV,2006,4311159
HRV,2005,4310145
HRV,2004,4304600
HRV,2003,4303399
HRV,2002,4302174
HRV,2001,4299642
HRV,2000,4468302
CUB,2020,11176354
CUB,2019,11202846
CUB,2018,11227118
CUB,2017,11247829
CUB,2016,11265612
CUB,2015,11275065
CUB,2014,11285775
CUB,2013,11298167
CUB,2012,11303175
CUB,2011,11301571
CUB,2010,11297409
CUB,2009,11294719
CUB,2008,11291762
CUB,2007,11287272
CUB,2006,11278550
CUB,2005,11262554
CUB,2004,11238756
CUB,2003,11209383
CUB,2002,11177418
CUB,2001,11144132
CUB,2000,11109109
CYP,2020,1302247
CYP,2019,1286671
CYP,2018,1270737
CYP,2017,1254275
CYP,2016,1237112
CYP,2015,1219502
CYP,2014,1201801
CYP,2013,1183895
CYP,2012,1165397
CYP,2011,1146493
CYP,2010,1127816
CYP,2009,1109371
CYP,2008,1091026
CYP,2007,1072714
CYP,2006,1054418
CYP,2005,1036151
CYP,2004,1017875
CYP,2003,999590
CYP,2002,981440
CYP,2001,964127
CYP,2000,947667
CZE,2020,10697858
CZE,2019,10671870
CZE,2018,10629928
CZE,2017,10594438
CZE,2016,10566332
CZE,2015,10546059
CZE,2014,10525347
CZE,2013,10514272
CZE,2012,10510785
CZE,2011,10496088
CZE,2010,10474410
CZE,2009,10443936
CZE,2008,10384603
CZE,2007,10298828
CZE,2006,10238905
CZE,2005,10211216
CZE,2004,10197101
CZE,2003,10193998
CZE,2002,10196916
CZE,2001,10216605
CZE,2000,10255063
DNK,2020,5831404
DNK,2019,5814422
DNK,2018,5793636
DNK,2017,5764980
DNK,2016,5728010
DNK,2015,5683483
DNK,2014,5643475
DNK,2013,5614932
DNK,2012,5591572
DNK,2011,5570572
DNK,2010,5547683
DNK,2009,5523095
DNK,2008,5493621
DNK,2007,5461438
DNK,2006,5437272
DNK,2005,5419432
DNK,2004,5404523
DNK,2003,5390574
DNK,2002,5375931
DNK,2001,5358783
DNK,2000,5339616
DJI,2020,1105188
DJI,2019,1088709
DJI,2018,1071882
DJI,2017,1054841
DJI,2016,1037653
DJI,2015,1020313
DJI,2014,1002717
DJI,2013,984824
DJI,2012,966747
DJI,2011,948558
DJI,2010,930251
DJI,2009,911527
DJI,2008,892734
DJI,2007,874528
DJI,2006,855764
DJI,2005,839167
DJI,2004,826124
DJI,2003,813519
DJI,2002,795574
DJI,2001,771313
DJI,2000,747318
DMA,2020,67573
DMA,2019,67880
DMA,2018,68174
DMA,2017,68496
DMA,2016,69606
DMA,2015,70410
DMA,2014,70373
DMA,2013,69715
DMA,2012,69118
DMA,2011,69053
DMA,2010,68859
DMA,2009,68864
DMA,2008,68854
DMA,2007,68847
DMA,2006,68806
DMA,2005,68734
DMA,2004,68649
DMA,2003,68531
DMA,2002,68367
DMA,2001,68288
DMA,2000,68511
DOM,2020,11008300
DOM,2019,10894043
DOM,2018,10782053
DOM,2017,10666843
DOM,2016,10551430
DOM,2015,10434829
DOM,2014,10315528
DOM,2013,10193833
DOM,2012,10070411
DOM,2011,9945621
DOM,2010,9820175
DOM,2009,9695265
DOM,2008,9573130
DOM,2007,9455658
DOM,2006,9341183
DOM,2005,9225034
DOM,2004,9104892
DOM,2003,8980620
DOM,2002,8852235
DOM,2001,8720283
DOM,2000,8584190
ECU,2020,17546065
ECU,2019,17340021
ECU,2018,17049547
ECU,2017,16759519
ECU,2016,16505139
ECU,2015,16266225
ECU,2014,16035124
ECU,2013,15807128
ECU,2012,15572194
ECU,2011,15326227
ECU,2010,15076695
ECU,2009,14825954
ECU,2008,14575202
ECU,2007,14328773
ECU,2006,14086131
ECU,2005,13846163
ECU,2004,13608701
ECU,2003,13372306
ECU,2002,13138472
ECU,2001,12910740
ECU,2000,12689206
EGY,2020,109315124
EGY,2019,107553158
EGY,2018,105682094
EGY,2017,103696057
EGY,2016,101644589
EGY,2015,99597342
EGY,2014,97528654
EGY,2013,95333553
EGY,2012,93161001
EGY,2011,91093059
EGY,2010,89196072
EGY,2009,87501636
EGY,2008,85864789
EGY,2007,84276225
EGY,2006,82700403
EGY,2005,81101004
EGY,2004,79477443
EGY,2003,77853548
EGY,2002,76239137
EGY,2001,74652029
EGY,2000,73083284
SLV,2020,6234673
SLV,2019,6222318
SLV,2018,6219807
SLV,2017,6213533
SLV,2016,6200800
SLV,2015,6183676
SLV,2014,6162955
SLV,2013,6138839
SLV,2012,6113975
SLV,2011,6090127
SLV,2010,6068249
SLV,2009,6048279
SLV,2008,6029297
SLV,2007,6009824
SLV,2006,6002319
SLV,2005,6005578
SLV,2004,6004671
SLV,2003,5998599
SLV,2002,5986631
SLV,2001,5968060
SLV,2000,5943366
GNQ,2020,1716468
GNQ,2019,1670177
GNQ,2018,1616422
GNQ,2017,1562396
GNQ,2016,1508186
GNQ,2015,1453923
GNQ,2014,1399828
GNQ,2013,1346218
GNQ,2012,1293483
GNQ,2011,1241835
GNQ,2010,1189085
GNQ,2009,1135673
GNQ,2008,1084530
GNQ,2007,1036044
GNQ,2006,990343
GNQ,2005,947367
GNQ,2004,899917
GNQ,2003,847862
GNQ,2002,797957
GNQ,2001,749836
GNQ,2000,703279
ERI,2020,3291271
ERI,2019,3240194
ERI,2018,3192760
ERI,2017,3150347
ERI,2016,3124698
ERI,2015,3105546
ERI,2014,3095173
ERI,2013,3074360
ERI,2012,3036988
ERI,2011,2998485
ERI,2010,2945186
ERI,2009,2887885
ERI,2008,2816327
ERI,2007,2743222
ERI,2006,2703502
ERI,2005,2661215
ERI,2004,2598284
ERI,2003,2493903
ERI,2002,2392978
ERI,2001,2312079
ERI,2000,2247031
EST,2020,1329522
EST,2019,1326898
EST,2018,1321977
EST,2017,1317384
EST,2016,1315790
EST,2015,1315407
EST,2014,1314545
EST,2013,1317997
EST,2012,1322696
EST,2011,1327439
EST,2010,1331475
EST,2009,1334515
EST,2008,1337090
EST,2007,1340680
EST,2006,1346810
EST,2005,1354775
EST,2004,1362550
EST,2003,1370720
EST,2002,1379350
EST,2001,1388115
EST,2000,1396985
SWZ,2020,1192729
SWZ,2019,1179874
SWZ,2018,1168929
SWZ,2017,1158195
SWZ,2016,1149507
SWZ,2015,1142813
SWZ,2014,1136299
SWZ,2013,1129990
SWZ,2012,1123863
SWZ,2011,1117833
SWZ,2010,1111650
SWZ,2009,1105153
SWZ,2008,1098091
SWZ,2007,1090705
SWZ,2006,1084436
SWZ,2005,1079022
SWZ,2004,1073159
SWZ,2003,1066700
SWZ,2002,1059441
SWZ,2001,1051064
SWZ,2000,1041414
ETH,2020,118917671
ETH,2019,115737383
ETH,2018,112664152
ETH,2017,109666481
ETH,2016,106718162
ETH,2015,103867135
ETH,2014,101115610
ETH,2013,98438751
ETH,2012,95798767
ETH,2011,93149970
ETH,2010,90538514
ETH,2009,88007636
ETH,2008,85543668
ETH,2007,83103217
ETH,2006,80703490
ETH,2005,78367470
ETH,2004,76077206
ETH,2003,73832663
ETH,2002,71635517
ETH,2001,69487762
ETH,2000,67411494
FJI,2020,914963
FJI,2019,914899
FJI,2018,917180
FJI,2017,918759
FJI,2016,919166
FJI,2015,918578
FJI,2014,917585
FJI,2013,916352
FJI,2012,914918
FJI,2011,912989
FJI,2010,910419
FJI,2009,907239
FJI,2008,903399
FJI,2007,897832
FJI,2006,890365
FJI,2005,882379
FJI,2004,874366
FJI,2003,866286
FJI,2002,858049
FJI,2001,849596
FJI,2000,840909
FIN,2020,5529543
FIN,2019,5521606
FIN,2018,5515525
FIN,2017,5508214
FIN,2016,5495303
FIN,2015,5479531
FIN,2014,5461512
FIN,2013,5438972
FIN,2012,5413971
FIN,2011,5388272
FIN,2010,5363352
FIN,2009,5338871
FIN,2008,5313399
FIN,2007,5288720
FIN,2006,5266268
FIN,2005,5246096
FIN,2004,5228172
FIN,2003,5213014
FIN,2002,5200598
FIN,2001,5188008
FIN,2000,5176209
FRA,2020,67601110
FRA,2019,67382061
FRA,2018,67158348
FRA,2017,66918020
FRA,2016,66724104
FRA,2015,66548272
FRA,2014,66312067
FRA,2013,65997932
FRA,2012,65657659
FRA,2011,65340830
FRA,2010,65026211
FRA,2009,64706436
FRA,2008,64375116
FRA,2007,64016890
FRA,2006,63622342
FRA,2005,63180854
FRA,2004,62707588
FRA,2003,62249855
FRA,2002,61812142
FRA,2001,61364377
FRA,2000,60918661
GAB,2020,2322539
GAB,2019,2267706
GAB,2018,2212318
GAB,2017,2156900
GAB,2016,2100306
GAB,2015,2040989
GAB,2014,1978399
GAB,2013,1913059
GAB,2012,1846889
GAB,2011,1781985
GAB,2010,1719879
GAB,2009,1661556
GAB,2008,1607175
GAB,2007,1556237
GAB,2006,1508337
GAB,2005,1463495
GAB,2004,1421609
GAB,2003,1382350
GAB,2002,1345135
GAB,2001,1309589
GAB,2000,1275572
GMB,2020,2515733
GMB,2019,2456844
GMB,2018,2399632
GMB,2017,2342189
GMB,2016,2283769
GMB,2015,2224529
GMB,2014,2164528
GMB,2013,2103820
GMB,2012,2043094
GMB,2011,1983784
GMB,2010,1926630
GMB,2009,1871422
GMB,2008,1817852
GMB,2007,1765774
GMB,2006,1715275
GMB,2005,1667037
GMB,2004,1621312
GMB,2003,1577611
GMB,2002,1535691
GMB,2001,1495011
GMB,2000,1455084
GEO,2020,3722716
GEO,2019,3720161
GEO,2018,3726549
GEO,2017,3728004
GEO,2016,3727505
GEO,2015,3725276
GEO,2014,3719414
GEO,2013,3717668
GEO,2012,3728874
GEO,2011,3756441
GEO,2010,3786695
GEO,2009,3814419
GEO,2008,3848449
GEO,2007,3860158
GEO,2006,3880347
GEO,2005,3902469
GEO,2004,3927340
GEO,2003,3951736
GEO,2002,3978515
GEO,2001,4014373
GEO,2000,4077131
DEU,2020,83160871
DEU,2019,83092962
DEU,2018,82905782
DEU,2017,82657002
DEU,2016,82348669
DEU,2015,81686611
DEU,2014,80982500
DEU,2013,80645605
DEU,2012,80425823
DEU,2011,80274983
DEU,2010,81776930
DEU,2009,81902307
DEU,2008,82110097
DEU,2007,82266372
DEU,2006,82376451
DEU,2005,82469422
DEU,2004,82516260
DEU,2003,82534176
DEU,2002,82488495
DEU,2001,82349925
DEU,2000,82211508
GHA,2020,31887809
GHA,2019,31258945
GHA,2018,30637585
GHA,2017,30008354
GHA,2016,29356742
GHA,2015,28696068
GHA,2014,28041592
GHA,2013,27386193
GHA,2012,26734268
GHA,2011,26095088
GHA,2010,25474995
GHA,2009,24862664
GHA,2008,24249946
GHA,2007,23642279
